"state","race","type","all_workers_n","artists_n","artists_share","location_quotient"
"Montana","Other","Designers",37130,50,0.00134661998384056,0.255071998850194
"Nebraska","Other","Designers",24240,50,0.00206270627062706,0.390710532892232
"Nevada","Other","Designers",69460,145,0.00208753239274402,0.395413009216705
"New Hampshire","Other","Designers",12270,70,0.00570497147514262,1.08061553742712
"New Jersey","Other","Designers",85410,585,0.00684931506849315,1.29737305716544
"New Mexico","Other","Designers",91840,305,0.00332099303135888,0.629050764760202
"New York","Other","Designers",234265,2320,0.00990331462232941,1.87585086087583
"North Carolina","Other","Designers",145630,455,0.00312435624527913,0.59180451958731
"North Dakota","Other","Designers",23305,60,0.00257455481656296,0.487663075767828
"Ohio","Other","Designers",121180,580,0.00478626836111569,0.906598039946932
"Oklahoma","Other","Designers",242885,870,0.00358194207135063,0.678478809811861
"Oregon","Other","Designers",93460,580,0.00620586347100363,1.17549272930419
"Pennsylvania","Other","Designers",104810,440,0.00419807270298635,0.795184096863922
"Rhode Island","Other","Designers",16140,170,0.0105328376703841,1.99509289212182
"South Carolina","Other","Designers",46335,190,0.00410057192187331,0.7767158434395
"South Dakota","Other","Designers",32695,20,0.000611714329408166,0.115868766689802
"Tennessee","Other","Designers",60575,355,0.00586050350804787,1.11007586550367
"Texas","Other","Designers",261190,1600,0.00612580879819288,1.16032905606588
"Utah","Other","Designers",57995,230,0.0039658591257867,0.751199021633165
"Vermont","Other","Designers",5900,75,0.0127118644067797,2.40783643660365
"Virginia","Other","Designers",128845,760,0.00589856028561449,1.11728444583086
"Washington","Other","Designers",214925,805,0.00374549261370245,0.709457975613139
"West Virginia","Other","Designers",10700,70,0.00654205607476635,1.23917314432063
"Wisconsin","Other","Designers",66920,270,0.00403466826060968,0.764232604803669
"Wyoming","Other","Designers",10830,0,NA,NA
"Puerto Rico","Other","Designers",2275,0,NA,NA
"Alabama","Hispanic","Actors",88165,0,NA,NA
"Alaska","Hispanic","Actors",26875,0,NA,NA
"Arizona","Hispanic","Actors",1033370,45,4.35468418862556e-05,0.173770994860058
"Arkansas","Hispanic","Actors",101405,0,NA,NA
"California","Hispanic","Actors",7470730,3320,0.000444401015697261,1.77335492700579
"Colorado","Hispanic","Actors",594525,35,5.88705268912157e-05,0.234919217621868
"Connecticut","Hispanic","Actors",288845,NA,NA,NA
"Delaware","Hispanic","Actors",41365,0,NA,NA
"District of Columbia","Hispanic","Actors",44885,NA,NA,NA
"Florida","Hispanic","Actors",2752995,800,0.000290592609140227,1.15959193828968
"Georgia","Hispanic","Actors",467240,150,0.000321034158034415,1.28106706730687
"Hawaii","Hispanic","Actors",69470,0,NA,NA
"Idaho","Hispanic","Actors",101285,0,NA,NA
"Illinois","Hispanic","Actors",1100445,180,0.000163570192058667,0.652716793510038
"Indiana","Hispanic","Actors",212120,35,0.000165000942862531,0.658426116616259
"Iowa","Hispanic","Actors",90730,0,NA,NA
"Kansas","Hispanic","Actors",167495,NA,NA,NA
"Kentucky","Hispanic","Actors",76325,0,NA,NA
"Louisiana","Hispanic","Actors",113925,90,0.000789993416721527,3.15242015288195
"Maine","Hispanic","Actors",10935,0,NA,NA
"Maryland","Hispanic","Actors",321570,NA,NA,NA
"Massachusetts","Hispanic","Actors",401715,105,0.000261379336096486,1.04301816852725
"Michigan","Hispanic","Actors",236520,NA,NA,NA
"Minnesota","Hispanic","Actors",149745,0,NA,NA
"Mississippi","Hispanic","Actors",38780,0,NA,NA
"Missouri","Hispanic","Actors",121550,NA,NA,NA
"Montana","Hispanic","Actors",19215,0,NA,NA
"Nebraska","Hispanic","Actors",99485,NA,NA,NA
"Nevada","Hispanic","Actors",430565,60,0.000139351781960912,0.556074717200386
"New Hampshire","Hispanic","Actors",25860,0,NA,NA
"New Jersey","Hispanic","Actors",928940,180,0.000193769242362262,0.773224246812661
"New Mexico","Hispanic","Actors",459615,NA,NA,NA
"New York","Hispanic","Actors",1819490,1345,0.000739218132553628,2.94980450357254
"North Carolina","Hispanic","Actors",451040,NA,NA,NA
"North Dakota","Hispanic","Actors",14510,0,NA,NA
"Ohio","Hispanic","Actors",204545,NA,NA,NA
"Oklahoma","Hispanic","Actors",187725,NA,NA,NA
"Oregon","Hispanic","Actors",266060,NA,NA,NA
"Pennsylvania","Hispanic","Actors",423215,50,0.000118143260517704,0.471443416489224
"Rhode Island","Hispanic","Actors",78695,NA,NA,NA
"South Carolina","Hispanic","Actors",134610,0,NA,NA
"South Dakota","Hispanic","Actors",15565,0,NA,NA
"Tennessee","Hispanic","Actors",167595,0,NA,NA
"Texas","Hispanic","Actors",5220455,180,3.44797532015888e-05,0.137589334997458
"Utah","Hispanic","Actors",213410,65,0.000304578042266061,1.21539994921669
"Vermont","Hispanic","Actors",6470,0,NA,NA
"Virginia","Hispanic","Actors",427525,80,0.000187123560025729,0.746705060090472
"Washington","Hispanic","Actors",448570,NA,NA,NA
"West Virginia","Hispanic","Actors",12005,0,NA,NA
"Wisconsin","Hispanic","Actors",186120,20,0.000107457554266065,0.428802762754109
"Wyoming","Hispanic","Actors",27680,0,NA,NA
"Puerto Rico","Hispanic","Actors",1208905,175,0.000144759100177433,NA
"Alabama","White","Actors",1496830,170,0.000113573351683224,0.29135473862221
"Alaska","White","Actors",253950,25,9.84445757038787e-05,0.252544220962836
"Arizona","White","Actors",1857110,490,0.000263850821976081,0.676868174908777
"Arkansas","White","Actors",1014735,NA,NA,NA
"California","White","Actors",7686845,14585,0.00189739743678973,4.86747750299934
"Colorado","White","Actors",2172170,415,0.000191053186444892,0.49011718307697
"Connecticut","White","Actors",1329540,445,0.0003347022278382,0.858626417753897
"Delaware","White","Actors",307920,55,0.00017861782281112,0.458216195147203
"District of Columbia","White","Actors",183365,150,0.000818040520273771,2.09855550121928
"Florida","White","Actors",5285390,1720,0.000325425370691661,0.83482808611089
"Georgia","White","Actors",2773560,1250,0.000450684319070076,1.15616040239822
"Hawaii","White","Actors",177700,10,5.6274620146314e-05,0.144363770204867
"Idaho","White","Actors",688065,35,5.08672872475711e-05,0.130492100134314
"Illinois","White","Actors",4224420,1315,0.000311285336211835,0.798554030719185
"Indiana","White","Actors",2724985,215,7.88995168780745e-05,0.202404417733017
"Iowa","White","Actors",1463250,65,4.44216641038784e-05,0.113956858209555
"Kansas","White","Actors",1178420,40,3.39437551976375e-05,0.0870774154050504
"Kentucky","White","Actors",1787115,230,0.000128699048466383,0.330157357083518
"Louisiana","White","Actors",1337315,720,0.000538392226214467,1.3811613729818
"Maine","White","Actors",658985,45,6.82868350569436e-05,0.175179236013448
"Maryland","White","Actors",1690500,295,0.000174504584442473,0.447664322969206
"Massachusetts","White","Actors",2791055,510,0.000182726603381159,0.468756631537411
"Michigan","White","Actors",3807850,435,0.000114237693186444,0.293059003242016
"Minnesota","White","Actors",2524705,470,0.000186160363289968,0.477565407591789
"Mississippi","White","Actors",787155,35,4.44639238777623e-05,0.114065269075236
"Missouri","White","Actors",2479115,375,0.000151263656587129,0.388043343573284
"Montana","White","Actors",472695,45,9.5198806841621e-05,0.244217706648731
"Nebraska","White","Actors",845465,45,5.3225148291177e-05,0.136540825278778
"Nevada","White","Actors",749805,240,0.000320083221637626,0.821123635038065
"New Hampshire","White","Actors",690940,75,0.000108547775494254,0.278462405911565
"New Jersey","White","Actors",2640925,1275,0.000482785387695599,1.23851069249945
"New Mexico","White","Actors",374900,250,0.000666844491864497,1.71068564719958
"New York","White","Actors",5774960,7675,0.00132901353429287,3.409377157322
"North Carolina","White","Actors",3309215,400,0.000120874588082068,0.310084923045554
"North Dakota","White","Actors",363175,0,NA,NA
"Ohio","White","Actors",4775955,470,9.84096374442389e-05,0.252454592301232
"Oklahoma","White","Actors",1276415,110,8.61788681580834e-05,0.221078459293767
"Oregon","White","Actors",1600140,420,0.00026247703325959,0.673343933997653
"Pennsylvania","White","Actors",5161830,1085,0.000210196771300101,0.539227067386262
"Rhode Island","White","Actors",423445,100,0.000236158178748125,0.605827013317075
"South Carolina","White","Actors",1586190,245,0.000154458167054388,0.396238362461256
"South Dakota","White","Actors",398225,15,3.76671479691129e-05,0.0966291994427956
"Tennessee","White","Actors",2455855,375,0.0001526963114679,0.391718596457316
"Texas","White","Actors",6162190,1230,0.000199604361436437,0.512053890215134
"Utah","White","Actors",1227970,325,0.000264664446199826,0.678955401089325
"Vermont","White","Actors",319270,15,4.69821780937764e-05,0.120525457913701
"Virginia","White","Actors",2778485,460,0.000165557848971652,0.424712867051153
"Washington","White","Actors",2668545,515,0.000192989063328518,0.495083373605598
"West Virginia","White","Actors",734535,85,0.000115719468779568,0.296860267660413
"Wisconsin","White","Actors",2597700,275,0.000105862878700389,0.271574721503112
"Wyoming","White","Actors",260685,55,0.000210982603525327,0.541242997524701
"Puerto Rico","White","Actors",13370,0,NA,NA
"Alabama","African-American","Actors",581200,30,5.16173434273916e-05,0.126701596877264
"Alaska","African-American","Actors",13760,0,NA,NA
"Arizona","African-American","Actors",152575,NA,NA,NA
"Arkansas","African-American","Actors",200385,NA,NA,NA
"California","African-American","Actors",1066265,3080,0.00288858773381851,7.09042066664485
"Colorado","African-American","Actors",118415,NA,NA,NA
"Connecticut","African-American","Actors",191785,0,NA,NA
"Delaware","African-American","Actors",105485,0,NA,NA
"District of Columbia","African-American","Actors",149480,NA,NA,NA
"Florida","African-American","Actors",1569980,180,0.000114651142052765,0.28142639309443
"Georgia","African-American","Actors",1613775,750,0.000464748803271832,1.14078741003339
"Hawaii","African-American","Actors",16455,0,NA,NA
"Idaho","African-American","Actors",5195,0,NA,NA
"Illinois","African-American","Actors",848255,385,0.00045387295094046,1.11409119193522
"Indiana","African-American","Actors",292355,NA,NA,NA
"Iowa","African-American","Actors",56060,0,NA,NA
"Kansas","African-American","Actors",83690,0,NA,NA
"Kentucky","African-American","Actors",176080,NA,NA,NA
"Louisiana","African-American","Actors",656860,255,0.000388210577596444,0.952914211389121
"Maine","African-American","Actors",8410,0,NA,NA
"Maryland","African-American","Actors",957780,160,0.000167052976675228,0.41005362737478
"Massachusetts","African-American","Actors",260415,40,0.000153600983046291,0.377033929715086
"Michigan","African-American","Actors",624375,NA,NA,NA
"Minnesota","African-American","Actors",171180,60,0.000350508236943568,0.860368829361674
"Mississippi","African-American","Actors",488460,0,NA,NA
"Missouri","African-American","Actors",340530,0,NA,NA
"Montana","African-American","Actors",2855,0,NA,NA
"Nebraska","African-American","Actors",45795,0,NA,NA
"Nevada","African-American","Actors",125635,50,0.000397978270386437,0.976890305316534
"New Hampshire","African-American","Actors",9675,NA,NA,NA
"New Jersey","African-American","Actors",584190,175,0.000299560074633253,0.735309826048973
"New Mexico","African-American","Actors",19190,NA,NA,NA
"New York","African-American","Actors",1375735,1520,0.00110486394545461,2.71203469465897
"North Carolina","African-American","Actors",1079195,145,0.000134359406780054,0.329802935683064
"North Dakota","African-American","Actors",12445,0,NA,NA
"Ohio","African-American","Actors",680665,50,7.34575745778026e-05,0.18031133304701
"Oklahoma","African-American","Actors",134195,0,NA,NA
"Oregon","African-American","Actors",39020,NA,NA,NA
"Pennsylvania","African-American","Actors",636035,320,0.000503116966833586,1.23496714245919
"Rhode Island","African-American","Actors",31000,NA,NA,NA
"South Carolina","African-American","Actors",638810,NA,NA,NA
"South Dakota","African-American","Actors",8670,0,NA,NA
"Tennessee","African-American","Actors",554550,NA,NA,NA
"Texas","African-American","Actors",1699445,205,0.000120627616663087,0.296096440534772
"Utah","African-American","Actors",16855,NA,NA,NA
"Vermont","African-American","Actors",4210,0,NA,NA
"Virginia","African-American","Actors",837445,NA,NA,NA
"Washington","African-American","Actors",147305,20,0.000135772716472625,0.333272091262191
"West Virginia","African-American","Actors",29055,0,NA,NA
"Wisconsin","African-American","Actors",160610,NA,NA,NA
"Wyoming","African-American","Actors",2975,0,NA,NA
"Puerto Rico","African-American","Actors",1405,0,NA,NA
"Alabama","Asian","Actors",33515,0,NA,NA
"Alaska","Asian","Actors",26420,0,NA,NA
"Arizona","Asian","Actors",120580,0,NA,NA
"Arkansas","Asian","Actors",24295,0,NA,NA
"California","Asian","Actors",3008795,1870,0.000621511269461695,2.03339011929114
"Colorado","Asian","Actors",97015,0,NA,NA
"Connecticut","Asian","Actors",89425,NA,NA,NA
"Delaware","Asian","Actors",19880,0,NA,NA
"District of Columbia","Asian","Actors",19090,0,NA,NA
"Florida","Asian","Actors",292825,65,0.000221975582685905,0.726234549131102
"Georgia","Asian","Actors",217095,175,0.000806098712545199,2.63730239144721
"Hawaii","Asian","Actors",290190,NA,NA,NA
"Idaho","Asian","Actors",12030,0,NA,NA
"Illinois","Asian","Actors",378055,NA,NA,NA
"Indiana","Asian","Actors",76575,NA,NA,NA
"Iowa","Asian","Actors",40760,0,NA,NA
"Kansas","Asian","Actors",46470,0,NA,NA
"Kentucky","Asian","Actors",33565,NA,NA,NA
"Louisiana","Asian","Actors",41430,15,0.000362056480811006,1.1845353525835
"Maine","Asian","Actors",8235,0,NA,NA
"Maryland","Asian","Actors",213470,35,0.000163957464749145,0.536417447576927
"Massachusetts","Asian","Actors",249930,0,NA,NA
"Michigan","Asian","Actors",163870,0,NA,NA
"Minnesota","Asian","Actors",143550,0,NA,NA
"Mississippi","Asian","Actors",14850,0,NA,NA
"Missouri","Asian","Actors",63375,0,NA,NA
"Montana","Asian","Actors",4980,0,NA,NA
"Nebraska","Asian","Actors",24515,0,NA,NA
"Nevada","Asian","Actors",131920,NA,NA,NA
"New Hampshire","Asian","Actors",20330,0,NA,NA
"New Jersey","Asian","Actors",450385,NA,NA,NA
"New Mexico","Asian","Actors",16455,0,NA,NA
"New York","Asian","Actors",864770,390,0.000450986967633012,1.47548803854885
"North Carolina","Asian","Actors",154710,NA,NA,NA
